adjusted_date,headline,summary
2022-05-07 04:00:00+00:00,"Apple, Google Among Top 9 Tech Companies Actively Scouting Talent For Crypto, Blockchain Positions Bank Analysis On Why Bitcoin Can't Serve As An Inflation Hedge","The interest among companies for blockchain and cryptocurrencies have been on the rise, and this bodes well for digital currencies. Big Tech companies are trying to capitalize on the potential these assets offer, as awareness and adoption increase. One of the largest banks in the U.S., Bank of America Corp  NYSE  BAC , has recently stated that Bitcoin  CRYPTO  BTC  cannot serve as an inflation hedge. "
2022-05-08 04:00:00+00:00,Bank of America Whale Trades Spotted,A whale with a lot of money to spend has taken a noticeably bearish stance on Bank of America.  Looking at options history for Bank of America  NYSE BAC  we detected 26 strange trades.
2022-05-10 04:00:00+00:00,"Why Pete Najarian Is Buying Call Options In Bank of America, Cisco, Nvidia And These Under The Radar Stocks 15 Stocks Moved By Traders on 'Fast Money  Halftime Report' On CNBC  Market Rebellion's Pete Najarian Bought Calls In BofA, Cisco, NVIDIA, Macerich, Livent, Sold Calls In Valero","Market Rebellion co founder Pete Najarian is anticipating more volatility ahead for the markets, but that isn& 39 t stopping him from loading call options on stocks with a common theme.    Najarian& 39 s Approach  He& 39 s seeking out stocks that have been dragged down with the overall markets and are also a bit under the radar. CNBC s & 34 Fast Money  Halftime Report& 34  delivers market moving news to investors. nan"
2022-05-12 04:00:00+00:00,Bank of America Whale Trades Spotted,Someone with a lot of money to spend has taken a bearish stance on Bank of America  NYSE BAC .  And retail traders should know.  We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga.
2022-05-17 04:00:00+00:00,EXCLUSIVE  Be The House Not The Gambler   How To Use Options To Improve Performance,"While investment results in the markets are not guaranteed, there are relatively simple options strategies that can greatly reduce risk and generate far more predictable returns in the long run."
2022-05-20 04:00:00+00:00,How Is The Market Feeling About Bank of America?,"Bank of America& 39 s  NYSE BAC  short percent of float has fallen 3.7  since its last report. The company recently reported that it has 62.69 million shares sold short, which is 0.78  of all regular shares that are available for trading."
2022-05-22 04:00:00+00:00,Why Bank Of America Shares Are Rising Today  100 Invested In Bank Of America 10 Years Ago Would Be Worth This Much,"Bank of America Corp  NYSE  BAC  shares are trading higher by 6.72  at  36.12. Bank of America  NYSE BAC  has outperformed the market over the past 10 years by 5.6  on an annualized basis producing an average annual return of 17.05 . Currently, Bank of America has a market capitalization of  289.48 billion. "
2022-05-23 04:00:00+00:00,Jim Cramer Recommends Buying These Stocks,"On CNBC s & 34 Mad Money Lightning Round,& 34  Jim Cramer said he still likes Excelerate Energy Inc  NYSE  EE . He recommended buying the stock."
2022-06-01 04:00:00+00:00,Financial Industry Regulatory Authority Orders Bank Of America's Merrill Lynch To Pay More Than  15.2M To Customers Who Bought More Expensive Mutual Fund Shares When Lower Cost Shares Were Available,nan
2022-06-02 04:00:00+00:00,Looking At Bank of America's Recent Whale Trades,A whale with a lot of money to spend has taken a noticeably bearish stance on Bank of America.  Looking at options history for Bank of America  NYSE BAC  we detected 15 strange trades.
2022-06-06 04:00:00+00:00,"Bank of America Expects 150 BPS of ECB Rate Hikes This Year, 50 BPS Moves in July and September ",nan
2022-06-07 04:00:00+00:00,Lucid Unveils Lucid Financial Services With Bank Of America,nan
2022-06-08 04:00:00+00:00,Looking At Bank of America's Recent Whale Trades,Someone with a lot of money to spend has taken a bullish stance on Bank of America  NYSE BAC .    And retail traders should know.    We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga.
2022-06-09 04:00:00+00:00,"Why Bank Of America Shares Are Diving Today Looking Into Bank of America's Recent Short Interest If You Invested  100 In This Stock 10 Years Ago, You Would Have  500 Today","Bank of America Corp  NYSE  BAC  shares are trading lower by 3.59  at  33.26. Shares of several banks and financial services companies are trading lower amid overall market weakness after CPI data showed prices rose in May. Bank of America& 39 s  NYSE BAC  short percent of float has risen 3.19  since its last report. The company recently reported that it has 77.54 million shares sold short, which is 0.97  of all regular shares that are available for trading. Bank of America  NYSE BAC  has outperformed the market over the past 10 years by 4.7  on an annualized basis producing an average annual return of 16.56 . Currently, Bank of America has a market capitalization of  279.82 billion. "
2022-06-12 04:00:00+00:00,Stocks That Hit 52 Week Lows On Monday,"     During Monday& 39 s trading, 1214 companies set new 52 week lows."
2022-06-13 04:00:00+00:00,Bank of America Whale Trades For June 14 Bank Of America Expands Virtual Account Management To Companies In The U.S. What 4 Analyst Ratings Have To Say About Bank of America Bank Of America's CFO Alastair Borthwick Says Credit Remains Pretty Strong  Says He's Not Seeing Signs Of Recession In Loan Book,"Someone with a lot of money to spend has taken a bearish stance on Bank of America  NYSE BAC .  And retail traders should know.  We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. nan Within the last quarter, Bank of America  NYSE BAC  has observed the following analyst ratings   nan"
2022-06-14 04:00:00+00:00,"10 Biggest Price Target Changes For Tuesday RBC Capital Maintains Outperform on Bank of America, Lowers Price Target to  45","  	Piper Sandler reduced  Braze, Inc.   NASDAQ  BRZE  price target from  65 to  42. Tesla shares rose 5.8  to  31.10 in pre market trading.   nan"
2022-06-23 04:00:00+00:00,"Why Netflix Stock Looks Set To Bounce Higher Despite Weakening Revenues, Job Cuts","Netflix, Inc  NASDAQ  NFLX  was trading slightly higher in the premarket on Friday after closing Thursday s trading session up a modest 1.58  compared to the S&amp P 500, which closed up .95  higher."
2022-06-24 04:00:00+00:00,"Can Big Banks Survive A Recession? Here's What Fed's Stress Test Reveals Morgan Stanley Maintains Equal Weight on Bank of America, Lowers Price Target to  47","Big U.S. banks& 39  strong capital levels equip them to continue lending to households and businesses during a severe recession, the Federal Reserve has revealed. nan"
2022-06-26 04:00:00+00:00,"Here's The Bull, Bear Case For Bank Of America Stock Here's How Much  100 Invested In Bank of America 10 Years Ago Would Be Worth Today","Bank of America Corporation  NYSE  BAC  was trading slightly lower on Monday after a bullish day on Friday saw the stock rally 3.39 . Bank of America  NYSE BAC  has outperformed the market over the past 10 years by 3.84  on an annualized basis producing an average annual return of 14.82 . Currently, Bank of America has a market capitalization of  258.67 billion. "
2022-06-27 04:00:00+00:00,"Bank of America Whale Trades For June 28 How Is The Market Feeling About Bank of America? Bank Of America To Raise Quarterly Dividend From  0.21 To  0.22 Share Credit Suisse Maintains Outperform on Bank of America, Lowers Price Target to  45","Someone with a lot of money to spend has taken a bearish stance on Bank of America  NYSE BAC .  And retail traders should know.  We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Bank of America& 39 s  NYSE BAC  short percent of float has fallen 14.43  since its last report. The company recently reported that it has 66.90 million shares sold short, which is 0.83  of all regular shares that are available for trading. nan nan"
2022-06-28 04:00:00+00:00,'Let's Just Stick With Morgan Stanley'  Why Jim Cramer Says No To These Bank Stocks Morgan Stanley Q3 Dividend Hike Details Are Here,"On CNBC s & 34 Mad Money Lightning Round,& 34  Jim Cramer said he likes  Belden  NYSE  BDC  over Encore Wire Corp  NASDAQ  WIRE . Morgan Stanley  NYSE  MS  announced Monday that it will raise its quarterly common stock dividend to  0.775 per share from the current  0.70 per share beginning with the common dividend expected to be declared in the third quarter of 2022."
2022-06-29 04:00:00+00:00,Stocks That Hit 52 Week Lows On Thursday,"     On Thursday, 588 stocks hit new 52 week lows."
2022-06-30 04:00:00+00:00,Check Out What Whales Are Doing With BAC Analyst Ratings for Bank of America,Someone with a lot of money to spend has taken a bullish stance on Bank of America  NYSE BAC .  And retail traders should know.  We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Bank of America  NYSE BAC  has observed the following analyst ratings within the last quarter  
2022-07-01 04:00:00+00:00,"S&P 500 Finishes Off Worst First Half Of Any Year Since 1970 Wells Fargo Maintains Overweight on Bank of America, Lowers Price Target to  55 Piper Sandler Maintains Overweight on Bank of America, Lowers Price Target to  47",Stock prices dropped sharply this week as the SPDR S&amp P 500 ETF Trust  NYSE  SPY  completed its worst first half of any year in more than half a century. nan nan
2022-07-04 04:00:00+00:00,Why Bank Of America Shares Are Falling Today,Bank of America Corp  NYSE  BAC  shares are trading lower by 2.36  to  30.82 Tuesday afternoon. Shares of banks and financial services companies are trading lower Tuesday amid broader economic concerns as traders assess the possibility of a recession.
2022-07-06 04:00:00+00:00,Hot Stocks  Tickers Moved By Traders on 'Fast Money  Halftime Report' Looking At Bank of America's Recent Whale Trades Deutsche Bank Technical Analysis  'European Banks Are Pricing In A Major Recession',"CNBC s & 34 Fast Money  Halftime Report& 34  delivers market moving news to investors. A whale with a lot of money to spend has taken a noticeably bearish stance on Bank of America.  Looking at options history for Bank of America  NYSE BAC  we detected 33 strange trades. While the major indexes have distanced themselves from their mid June lows, one sector has not  the financials and more specifically the big banks."
